,timestamp,swptrace,cmd,mode,swpentry,address
4206,0.579409,swptrace,memwalk,in,14727,00000000efc15e86
4208,0.579604,swptrace,memwalk,in,14855,000000008fb0a834
4210,0.579888,swptrace,memwalk,in,14983,000000004ef5c4eb
4212,0.580188,swptrace,memwalk,in,15111,00000000ae1020be
4214,0.58045,swptrace,memwalk,in,15239,0000000012fd942a
4216,0.580742,swptrace,memwalk,in,15367,000000008e312dbe
4218,0.581039,swptrace,memwalk,in,15495,000000008a138f14
4220,0.581314,swptrace,memwalk,in,15623,00000000909d5a5d
4222,0.581609,swptrace,memwalk,in,15889,00000000be55b7b1
4224,0.581803,swptrace,memwalk,in,16017,000000000164fa22
4226,0.582102,swptrace,memwalk,in,16145,0000000052ec669e
4228,0.582399,swptrace,memwalk,in,16273,000000004ea0bf12
4230,0.582692,swptrace,memwalk,in,19473,00000000a7ee7ea0
4232,0.582883,swptrace,memwalk,in,19601,00000000f1bc1714
4234,0.583142,swptrace,memwalk,in,19729,0000000005ba8900
4236,0.58344,swptrace,memwalk,in,19857,000000001afd3415
4238,0.583697,swptrace,memwalk,in,19985,00000000f6041e42
4240,0.584052,swptrace,memwalk,in,20113,00000000da9be407
4242,0.584347,swptrace,memwalk,in,20241,000000006a9ca7e7
4244,0.584606,swptrace,memwalk,in,20369,00000000a58f9f70
4246,0.584909,swptrace,memwalk,in,29474,000000009d083fb9
4247,0.585066,swptrace,memwalk,map,29602,140618770169856
4248,0.585068,swptrace,memwalk,in,29602,000000009f7969c3
4249,0.585342,swptrace,memwalk,map,29730,140618770694144
4250,0.585343,swptrace,memwalk,in,29730,0000000023af6d8c
4251,0.585672,swptrace,memwalk,map,29858,140618771218432
4252,0.585677,swptrace,memwalk,in,29858,000000003447d538
4253,0.585975,swptrace,memwalk,map,30883,140618771742720
4254,0.585977,swptrace,memwalk,in,30883,000000003ec44fb7
4255,0.586163,swptrace,memwalk,map,31011,140618772267008
4256,0.586164,swptrace,memwalk,in,31011,00000000fffb83b2
4257,0.586455,swptrace,memwalk,map,31139,140618772791296
4258,0.586462,swptrace,memwalk,in,31139,00000000a6ffb475
4259,0.586782,swptrace,memwalk,map,31267,140618773315584
4260,0.586783,swptrace,memwalk,in,31267,000000009f18470a
4261,0.587077,swptrace,memwalk,map,31613,140618773839872
4262,0.587078,swptrace,memwalk,in,31613,0000000077f54e82
4263,0.587264,swptrace,memwalk,map,31741,140618774364160
4264,0.587265,swptrace,memwalk,in,31741,000000005401183f
4265,0.587517,swptrace,memwalk,map,31869,140618774888448
4266,0.587518,swptrace,memwalk,in,31869,0000000015baa52b
4267,0.587813,swptrace,memwalk,map,31997,140618775412736
4268,0.587815,swptrace,memwalk,in,31997,000000007cf6fbfe
4269,0.588106,swptrace,memwalk,map,32125,140618775937024
4270,0.588108,swptrace,memwalk,in,32125,000000003b8b8319
4271,0.588358,swptrace,memwalk,map,32253,140618776461312
4272,0.588359,swptrace,memwalk,in,32253,00000000b6bc0124
4273,0.588682,swptrace,memwalk,map,32381,140618776985600
4274,0.588685,swptrace,memwalk,in,32381,00000000724e3a5a
4275,0.588947,swptrace,memwalk,map,32509,140618777509888
4276,0.588948,swptrace,memwalk,in,32509,00000000d8797f85
4277,0.58924,swptrace,memwalk,map,32637,140618778034176
4278,0.589241,swptrace,memwalk,in,32637,0000000030daa323
4279,0.589526,swptrace,memwalk,map,32765,140618778558464
4280,0.589527,swptrace,memwalk,in,32765,00000000972e1916
4281,0.58978,swptrace,memwalk,map,32893,140618779082752
4282,0.589781,swptrace,memwalk,in,32893,00000000be35f1e6
4283,0.590073,swptrace,memwalk,map,33021,140618779607040
4284,0.590074,swptrace,memwalk,in,33021,00000000713f5788
4285,0.590323,swptrace,memwalk,map,33149,140618780131328
4286,0.590324,swptrace,memwalk,in,33149,000000004cb1f490
4287,0.590615,swptrace,memwalk,map,33277,140618780655616
4288,0.590616,swptrace,memwalk,in,33277,000000005b0c3e7b
4289,0.590864,swptrace,memwalk,map,33405,140618781179904
4290,0.590865,swptrace,memwalk,in,33405,0000000004e6031d
4291,0.591156,swptrace,memwalk,map,33533,140618781704192
4292,0.591157,swptrace,memwalk,in,33533,000000004a08eaa5
4293,0.591403,swptrace,memwalk,map,33896,140618782228480
4294,0.591404,swptrace,memwalk,in,33896,00000000ca161838
4295,0.591569,swptrace,memwalk,map,34024,140618782752768
4296,0.591571,swptrace,memwalk,map,34152,140618783277056
4297,0.591572,swptrace,memwalk,in,34152,0000000059792773
4298,0.59202,swptrace,memwalk,map,34280,140618783801344
4299,0.592022,swptrace,memwalk,in,34280,0000000001ffb78a
4300,0.592276,swptrace,memwalk,map,34408,140618784325632
4301,0.592277,swptrace,memwalk,in,34408,000000001b1369a5
4302,0.592569,swptrace,memwalk,map,34536,140618784849920
4303,0.592569,swptrace,memwalk,in,34536,00000000eb58fbbc
4304,0.592833,swptrace,memwalk,map,34664,140618785374208
4305,0.592835,swptrace,memwalk,in,34664,00000000990aa5d0
4306,0.593119,swptrace,memwalk,map,34792,140618785898496
4307,0.593121,swptrace,memwalk,in,34792,0000000024e34aaf
4308,0.593408,swptrace,memwalk,map,34920,140618786422784
4309,0.593409,swptrace,memwalk,in,34920,00000000ea9e8a4e
4311,0.593853,swptrace,memwalk,in,28754,00000000dad2b500
4313,15.677183,swptrace,memwalk,in,28775,00000000ea0195f6
4315,15.68849,swptrace,run,in,28749,000000009b3e2c9e
4317,15.688753,swptrace,run,in,28752,00000000965fa1a2
4319,15.688943,swptrace,run,in,28747,000000005f569d78
4321,15.689139,swptrace,run,in,28734,0000000044afb3a5
4323,15.689292,swptrace,run,in,28748,000000005544e63f
4325,15.68943,swptrace,run,in,28751,0000000037f39058
4327,15.689551,swptrace,run,in,19357,0000000062fab1ad
4329,15.689664,swptrace,run,in,19348,0000000076936fcd
4331,15.689788,swptrace,run,in,19355,00000000b45e02b4
4333,15.689908,swptrace,run,in,28750,0000000021cfa878
4335,15.690056,swptrace,run,in,28737,00000000eae2c98c
4337,15.690184,swptrace,run,in,28740,0000000042d93491
4339,15.69031,swptrace,run,in,28733,0000000058ac071f
4341,15.690433,swptrace,run,in,28735,00000000357ffe5e
4343,15.690535,swptrace,run,in,19354,00000000e41b8fb6
4345,15.690687,swptrace,run,in,28746,00000000e7c99817
4347,15.690821,swptrace,run,in,19360,00000000c9093c22
4349,15.690941,swptrace,run,in,19345,000000006159a19e
4351,15.691044,swptrace,run,in,19347,00000000935f2ad0
4353,15.691157,swptrace,run,in,19349,00000000a5afa240
4355,15.691272,swptrace,run,in,19346,00000000465db4c5
4357,15.691382,swptrace,run,in,28723,00000000b8653ec8
4359,15.69149,swptrace,run,in,19351,00000000de60857b
4361,15.691605,swptrace,run,in,19362,000000009156b3be
4363,15.691729,swptrace,run,in,19350,000000004cf90747
4365,15.691849,swptrace,run,in,19353,00000000357319c9
4367,15.691961,swptrace,run,in,19352,000000006926a47f
4368,15.692088,swptrace,run,map,19352,140686884335616
4370,15.692091,swptrace,run,in,19359,000000008bed7911
